p,k,RMSE,MAE,MBE,R2
0.2,23,6.524325678991449,4.8282168366681315,0.7805141211786154,0.5088754413372292
0.2,24,6.555269979058971,4.85917095816638,0.7702307417247918,0.5042056726357507
0.2,25,6.574118498843533,4.882729551013152,0.7687870695963056,0.5013504358109199
0.2,26,6.581990161957737,4.885479523575385,0.7504283922320361,0.5001555831947222
0.2,27,6.595584877052065,4.888132126326443,0.7476189382370004,0.4980886521121257
0.2,28,6.628183099724915,4.917520133616036,0.7480733987408553,0.4931150672746656
0.2,29,6.645690071433632,4.929799910057222,0.7530994294773063,0.4904338680725582
0.2,30,6.667696571405761,4.953724123715372,0.7616099304380274,0.4870535317796256
0.2,31,6.6704043023435045,4.966990664404948,0.7452972861318835,0.4866368352413854
0.2,32,6.675424906732983,4.962078569497701,0.7417396809774125,0.4858637596666099
0.2,33,6.685928164174873,4.97717525044587,0.7153759627141885,0.4842445807562124
0.2,34,6.684078657279538,4.980162268924091,0.6912838647987832,0.4845298848290552
0.2,35,6.686068844844185,4.980302458291927,0.6811884296196754,0.4842228761912981
0.2,36,6.679053465274805,4.982197557310121,0.6665011301214419,0.4853046700184843
0.2,37,6.681594006271035,4.9809424168238605,0.6348765472815591,0.484913041688858
0.2,38,6.684384389225622,4.976214829731093,0.6536011484936541,0.4844827282069449
0.2,39,6.677852563453845,4.975118038915796,0.6531434045685532,0.4854897390540287
0.2,40,6.680057015533052,4.979498109445056,0.6607025697148243,0.4851499889881142
0.3,2,7.659521540825848,5.108366031046249,0.3779499006467134,0.3231013132046493
0.3,3,7.225278428029964,5.0971183294363405,0.373296525482635,0.3976768399672081
0.3,4,6.957169789496985,4.908499287616051,0.5001335920384267,0.4415483316988747
0.3,5,6.802470403452957,4.805698391471,0.5275186009657657,0.466107635726615
0.3,6,6.709515456899672,4.804824464830534,0.4454081797312476,0.4805990934909717
0.3,7,6.613139897007849,4.805835751208878,0.5158933899029403,0.4954132897910023
0.3,8,6.549628205737433,4.767270873402968,0.5237586808686101,0.5050587131770892
0.3,9,6.513409677332023,4.757594630496713,0.5817578729108153,0.5105174904489067
0.3,10,6.546633700406516,4.779296865232256,0.5982451702507261,0.5055111863448953
0.3,11,6.464384684879778,4.743895031081197,0.672064991462218,0.517858213029902
0.3,12,6.434987602304722,4.723450269608445,0.683644143965222,0.5222333655481746
0.3,13,6.405278995591128,4.6896069254926624,0.7038167172007335,0.5266346223910927
0.3,14,6.409609099352562,4.697773797359187,0.7313970474495554,0.5259943960930904
0.3,15,6.436165497475741,4.705347351558259,0.727003306865854,0.522058443527616
0.3,16,6.446246924079659,4.712664752843797,0.743101868910234,0.5205600027637463
0.3,17,6.45547565791657,4.742286355402645,0.7191327896805843,0.5191862448479334
0.3,18,6.4318750424190085,4.735148932022888,0.6905393904795395,0.5226954387356966
0.3,19,6.437052712032917,4.740430136866769,0.7090672025180033,0.5219266675709786
0.3,20,6.441194513039306,4.732464949511593,0.7176710432139228,0.521311254983209
0.3,21,6.465171455997882,4.757290394566773,0.7328894537922955,0.517740844297845
0.3,22,6.477376489399306,4.775180633533265,0.7620129927530155,0.5159182955947337
0.3,23,6.494107820037997,4.79186604607079,0.7539948514132159,0.513414259734257
0.3,24,6.521933300426493,4.821693176499962,0.7449854930224901,0.509235552252828
0.3,25,6.539558491545972,4.845201127735399,0.7445179199118168,0.5065794364566549
0.3,26,6.547090255797858,4.847120342420552,0.7281604306530793,0.5054422136739467
0.3,27,6.5572002921478205,4.8483025178299295,0.7260876100951792,0.5039136391448898
0.3,28,6.586637796958424,4.876131829382313,0.7267368337760696,0.4994494397536259
0.3,29,6.601743418640325,4.8869537257831865,0.7321495897723723,0.4971509081281358
0.3,30,6.622223122272401,4.908903486224223,0.7404460470737443,0.4940262263335254
0.3,31,6.623970478100807,4.9211425026819375,0.7264009106679697,0.4937591761757055
0.3,32,6.628084459142735,4.917170071231266,0.7236949337681816,0.4931301540796209
0.3,33,6.6387911043815695,4.932381150956091,0.6997685059080336,0.4914912918125232
0.3,34,6.6373054440201775,4.935666454062536,0.6782784313805972,0.4917188593584275
0.3,35,6.639384109831495,4.936447456858204,0.6696539587384841,0.4914004433738989
0.3,36,6.633659082111975,4.9384272975066565,0.657185676240854,0.4922771786665001
0.3,37,6.636696141281021,4.937963021656785,0.6280505386152448,0.4918121752013742
0.3,38,6.63993710412458,4.9349730004280605,0.6457958730732913,0.4913157173329308
0.3,39,6.635568857571306,4.934818113521077,0.6458728126215898,0.4919847982027204
