Station,Country,Longitude,Latitude,Average,Model_Raw,Interpolated_Bias,Model_Corrected,Residual,Active
CZ0UTPM,CZ,13.8512,50.6453,19.437,16.808753967285156,0.9969219537877688,16.75701584580383,-2.6799841541961698,0
DEBB007,DE,13.5268,51.4627,13.736,12.90321445465088,1.0603166303825633,13.681492871659003,-0.0545071283409974,0
DEBW023,DE,7.6333,47.5882,12.32,16.307453155517578,0.8338780358291523,13.59842700669891,1.2784270066989103,0
DEBW052,DE,9.1693,47.6644,12.423,15.397909164428713,0.8995809401503162,13.85166560248595,1.4286656024859496,0
DEBW081,DE,8.3556,49.0286,11.994,15.429451942443848,0.9386979335201504,14.48359465372051,2.489594653720511,0
DEBW084,DE,7.8321,48.0015,10.578,11.127062797546388,0.7994115128252973,8.895102104288641,-1.682897895711358,0
DEBY002,DE,12.1887,50.0582,13.371,12.077985763549805,0.9933651745449528,11.997850436160109,-1.3731495638398936,0
DEBY007,DE,10.8884,48.3766,13.377,14.047818183898926,0.8996537184757598,12.638171865616064,-0.7388281343839367,0
DEBY031,DE,10.3066,47.7251,10.871,10.168654441833496,1.0013325848470205,10.18220503665727,-0.6887949633427297,0
DEBY072,DE,12.5489,49.4385,8.871,11.773706436157228,1.000449746112781,11.779001614859911,2.908001614859913,0
DEBY075,DE,12.1594,49.679,13.428,12.70807933807373,1.0049724448486184,12.771269561714169,-0.6567304382858321,0
DEBY109,DE,11.2202,47.9688,8.743,10.42621612548828,0.976582707992659,10.182062377946076,1.4390623779460745,0
DEHE013,DE,9.4834,51.3142,11.949,13.3972806930542,0.827278614025105,11.083283803455176,-0.8657161965448239,0
DEMV019,DE,12.1755,53.7818,11.5655,10.827311515808104,1.080425558751239,11.698104094240698,0.1326040942406976,0
DENI043,DE,7.3175,52.4986,12.163,15.187944412231444,0.7777237958048865,11.812025778754256,-0.3509742212457443,0
DENI054,DE,9.7061,52.3629,11.397,14.451536178588867,0.8084946485985842,11.683989664417933,0.2869896644179324,0
DENI060,DE,11.1671,52.957,10.485,12.428098678588867,0.9519526030286496,11.830960887779591,1.3459608877795937,0
