Station,Country,Longitude,Latitude,Average,Model_Raw,Model_Corrected,Residual
DEMV026,DE,13.3421,54.3235,3.435,3.107635,4.547396,1.112396183013916
DENI011,DE,10.4736,52.2269,8.644,7.9635086,11.088985,2.4449854431152342
DENI016,DE,10.4813,51.9016,6.701,4.5230026,6.264128,-0.43687179183959923
DENI020,DE,10.8164,52.4408,9.891,6.33667,11.743426,1.8524263229370117
DENI028,DE,10.2385,51.5076,6.566,4.034095,7.223109,0.6571087684631349
DENI029,DE,7.2073,53.3623,10.736,11.851765,12.127692,1.3916922225952142
DENI031,DE,8.0906,53.5962,7.516,7.156401,7.7964354,0.2804353561401367
DENI038,DE,8.0529,52.2553,11.54,10.459024,10.929647,-0.6103525543212882
DENI041,DE,9.0626,52.1702,8.195,5.5258975,9.067362,0.8723618316650388
DENI042,DE,9.9498,51.5511,8.397,6.4945583,9.468033,1.0710328369140623
DENI043,DE,7.3175,52.4986,9.479,6.840055,10.590287,1.1112872085571297
DENI051,DE,10.6125,51.7582,2.934,2.501762,3.4788752,0.544875160217285
DENI052,DE,9.623,52.8294,7.539,5.579839,8.056628,0.517628227233887
DENI054,DE,9.7061,52.3629,11.109,10.597839,11.343308,0.23430844879150392
DENI058,DE,7.214,53.7153,5.513,5.6310205,6.1297016,0.6167016143798829
DENI059,DE,8.8012,53.8302,8.056,13.982329,8.865946,0.8099458160400399
DENI060,DE,11.1671,52.957,6.479,3.6448646,7.269209,0.7902089080810546
DENI062,DE,10.4565,53.247,9.009,5.833138,9.898364,0.8893640670776364
DENI063,DE,9.685,53.5242,8.917,13.300674,10.866319,1.949318702697754
DENI077,DE,9.5546,51.7088,4.827,3.7472706,6.392741,1.5657412033081055
DENW002,DE,7.3314,51.6414,12.953,13.101665,13.735045,0.7820454330444342
DENW006,DE,7.5698,51.5922,14.986,15.05101,14.586387,-0.3996133193969733
DENW008,DE,7.4574,51.5369,17.891,16.60714,17.76631,-0.12469026184081855
DENW010,DE,7.6938,51.5475,12.472,14.225811,12.708729,0.2367287902832036
DENW022,DE,7.1019,51.5336,16.74,19.518192,17.354967,0.6149671173095719
DENW024,DE,6.981,51.4965,18.628,18.959925,19.414543,0.7865431518554686
DENW029,DE,7.2086,51.403,11.621,15.821918,11.149988,-0.4710118255615239
DENW038,DE,6.8651,51.4535,17.69,21.631552,21.015295,3.325295028686522
DENW053,DE,6.8846,51.0193,15.169,19.464025,19.555017,4.386017471313476
DENW059,DE,6.9851,50.8899,16.957,18.684381,20.152721,3.195721405029296
DENW062,DE,7.0827,50.7536,17.72,14.3821335,18.767107,1.0471070098876964
DENW064,DE,6.281,50.6532,4.577,4.3896713,3.6618063,-0.915193655014038
DENW065,DE,8.1919,50.9303,3.787,4.5482473,3.8815572,0.09455722618103035
DENW066,DE,6.1958,51.3269,13.636,13.565414,13.770396,0.13439623260498124
DENW068,DE,8.148,51.5707,6.577,7.2950597,7.386838,0.8098379592895508
